correctness,reasoning,clarity,accuracy,final_score,feedback,problem
10,5,6,5,6,"Học sinh đã tìm ra kết quả đúng là 5/2. Tuy nhiên, cách tiếp cận ở các bước a, b, c có những điểm chưa chính xác hoặc chưa tối ưu so với đáp án chuẩn.

Phần a: Học sinh đề xuất biến đổi bằng công thức $\cos A \cos B$, đây là một hướng đi hợp lệ nhưng khác với cách thêm bớt số hạng như đáp án chuẩn yêu cầu. Cách biến đổi của học sinh dẫn đến biểu thức $\frac{2 - (\cos x + \cos 3x)}{2x^2}$.

Phần b: Việc tách giới hạn $\frac{2 - \cos x - \cos 3x}{x^2}$ thành $\frac{2 - \cos x}{x^2} + \frac{-\cos 3x}{x^2}$ là không hợp lệ vì cả hai giới hạn riêng lẻ đều không xác định (tiến về vô cùng). Đây là một sai sót lớn trong lập luận.

Phần c: Học sinh nhận ra sai lầm và sau đó chuyển sang sử dụng khai triển Maclaurin, điều này là đúng và dẫn đến kết quả đúng. Tuy nhiên, cách này không tuân thủ hoàn toàn yêu cầu của đề bài là sử dụng VCB $1-\cos(ax) \sim \frac{(ax)^2}{2}$ theo cách tách như đáp án chuẩn.

Đánh giá:
- Correctness: 10/10 (Kết quả cuối cùng đúng).
- Reasoning: 5/10 (Sai lầm nghiêm trọng ở bước tách giới hạn, mặc dù sau đó đã tự sửa bằng khai triển Maclaurin).
- Clarity: 6/10 (Trình bày có sự nhầm lẫn và sửa chữa, làm giảm đi sự rõ ràng).
- Accuracy: 5/10 (Các bước biến đổi và lập luận ban đầu có sai sót về mặt toán học).

Điểm cuối cùng là trung bình cộng có trọng số, chủ yếu dựa trên độ chính xác và lập luận. Do có sai sót lớn trong lập luận ban đầu, điểm không thể đạt tối đa dù kết quả cuối cùng đúng.",Tính giới hạn $L = \lim_{x \to 0} \frac{1 - \cos(x)\cos(2x)}{x^2}$. a) Biến đổi biểu thức bằng cách thêm bớt số hạng $cos(x)$. b) Tách giới hạn thành tổng hai giới hạn. c) Sử dụng VCB $1-\cos(ax) \sim \frac{(ax)^2}{2}$ để tính từng giới hạn.
10,10,10,10,10,"Lời giải của học sinh rất tốt, đầy đủ và chính xác theo các bước yêu cầu của bài toán. Học sinh đã áp dụng đúng các quy tắc về giới hạn và căn bậc hai của số âm.",Tìm các tiệm cận (đứng và ngang) của đồ thị hàm số $f(x) = \frac{\sqrt{4x^2+1}}{x-2}$. a) Tìm tiệm cận đứng bằng cách xét giới hạn khi $x$ tiến đến giá trị làm mẫu số bằng 0. b) Tìm tiệm cận ngang bằng cách xét $\lim_{x \to +\infty} f(x)$. c) Tìm tiệm cận ngang bằng cách xét $\lim_{x \to -\infty} f(x)$. Chú ý $\sqrt{x^2}=-x$ khi $x < 0$.
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác và bám sát các yêu cầu của đề bài. Các bước lập luận rõ ràng, trình bày mạch lạc và sử dụng đúng định nghĩa đạo hàm. Kết quả cuối cùng là chính xác.",Tìm giới hạn $L = \lim_{x \to 0} \frac{e^{ax} - \cos(bx)}{x}$ sử dụng định nghĩa đạo hàm. a) Viết lại biểu thức dưới dạng tổng/hiệu của hai phân số có cùng mẫu số $x$ bằng cách thêm bớt một hằng số thích hợp. b) Nhận dạng mỗi phân số là tỉ số của định nghĩa đạo hàm của một hàm số nào đó tại $x=0$. c) Tính đạo hàm của các hàm số đó và tìm kết quả của giới hạn.
9,9,8,9,9,"Học sinh đã thực hiện đúng các bước biến đổi và tính toán giới hạn cho cả hai trường hợp x tiến đến dương vô cùng và âm vô cùng. Lập luận rõ ràng và chính xác. Tuy nhiên, ở phần b) có thể chi tiết hơn trong việc rút $a_{max}^x$ để làm rõ các bước. Phần dự đoán ở cuối bài có vẻ không liên quan đến các bước giải trước đó và có thể gây nhầm lẫn.","Cho $f(x) = (\frac{a_1^x + a_2^x + ... + a_m^x}{m})^{1/x}$, với $a_i > 0$ là các hằng số. a) Biến đổi $f(x)$ sử dụng $A = e^{\ln A}$. b) Đặt $a_{max} = \max\{a_1, ..., a_m\}$. Rút $a_{max}^x$ ra khỏi tổng trong logarit. c) Tính $\lim_{x \to +\infty} f(x)$ và $\lim_{x \to -\infty} f(x)$."
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác và tuân thủ đúng các bước yêu cầu của đề bài. Lập luận rõ ràng, trình bày mạch lạc và sử dụng đúng các kiến thức toán học liên quan.",Tìm giới hạn $L = \lim_{x \to 0^+} x^{\sin x}$. a) Đây là dạng vô định gì? b) Biến đổi biểu thức về dạng $e^{g(x)}$ và viết lại giới hạn. c) Tính giới hạn của $g(x)$ bằng cách biến đổi $\sin x \ln x = \frac{\sin x}{x} \cdot x \ln x$. (Biết $\lim_{x \to 0^+} x \ln x = 0$).
10,10,10,10,10,"Học sinh đã giải bài toán hoàn toàn chính xác và tuân thủ đầy đủ các bước được yêu cầu trong đề bài. Lập luận chặt chẽ, trình bày rõ ràng, sử dụng ký hiệu toán học chính xác.","Sử dụng định nghĩa giới hạn theo $\epsilon - \delta$ để chứng minh rằng $\lim_{x \to 2} (x^2+2x) = 8$. a) Với $\epsilon > 0$ cho trước, ta cần tìm $\delta > 0$ sao cho nếu $0 < |x-2| < \delta$ thì $|(x^2+2x)-8| < \epsilon$. b) Phân tích biểu thức $|(x^2+2x)-8|$ thành nhân tử. c) Tìm một chặn trên cho nhân tử chứa $x$ bằng cách giả sử $\delta \le 1$. Từ đó tìm $\delta$ theo $\epsilon$."
10,10,10,10,10,"Bài giải của học sinh rất tốt, bám sát các bước của đề bài và đưa ra kết quả chính xác. Học sinh đã hiểu rõ cách áp dụng khai triển Taylor và đồng nhất hệ số để tìm các hằng số.","Tìm các hằng số $a, b$ sao cho $\lim_{x \to 0} \frac{\sqrt[3]{1+ax} - (1+bx)}{x^2} = L$ là một số hữu hạn khác 0. a) Sử dụng khai triển Taylor/Maclaurin cho $\sqrt[3]{1+u}$ đến bậc hai: $\sqrt[3]{1+u} = 1 + \frac{1}{3}u - \frac{1}{9}u^2 + o(u^2)$. b) Thay $u=ax$ vào khai triển và đặt vào biểu thức giới hạn. c) Đồng nhất hệ số của các lũy thừa của $x$ ở tử số để chúng triệt tiêu đến bậc 1, và tìm $a, b, L$."
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác và tuân thủ đúng yêu cầu của bài toán. Các bước áp dụng quy tắc L'Hôpital được thực hiện một cách logic, rõ ràng và có tính toán chính xác.","Tính giới hạn $L = \lim_{x \to 1} \frac{x^n - nx + n - 1}{(x-1)^2}$, với $n$ là số nguyên dương $\ge 2$. a) Nhận thấy đây là dạng 0/0. Áp dụng quy tắc L'Hôpital lần thứ nhất. b) Kết quả vẫn là dạng 0/0. Áp dụng quy tắc L'Hôpital lần thứ hai. c) Tính giới hạn cuối cùng."
4,6,7,5,5,"Học sinh đã hiểu cách tiếp cận bài toán bằng khai triển Maclaurin. Tuy nhiên, trong quá trình tính toán khai triển của sin(tan x) và tan(sin x), học sinh đã gặp nhiều sai sót trong việc nhân các đa thức và thu gọn hệ số. Đặc biệt là sai sót trong việc tính hệ số của x^7.",Cho $L = \lim_{x \to 0} \frac{\sin(\tan x) - \tan(\sin x)}{x^7}$. a) Sử dụng khai triển Maclaurin của $\sin u$ và $\tan u$ đến bậc cao: $\sin u = u - u^3/6 + u^5/120 - u^7/5040...$ và $\tan u = u + u^3/3 + 2u^5/15 + 17u^7/315...$. b) Tính khai triển của $\sin(\tan x)$ và $\tan(\sin x)$ bằng cách thay thế khai triển của $u=\tan x$ và $u=\sin x$. Giữ lại các số hạng đến bậc 7. c) Trừ hai khai triển và tìm giới hạn.
10,10,10,10,10,"Học sinh đã thực hiện đúng các bước để tìm tiệm cận xiên theo đúng công thức được cung cấp. Lập luận rõ ràng, tính toán chính xác và trình bày mạch lạc.","Tìm tiệm cận xiên của đồ thị hàm số $f(x) = \frac{2x^2 - 3x + 1}{x+1}$. a) Đường thẳng $y=ax+b$ là tiệm cận xiên nếu $a = \lim_{x \to \infty} \frac{f(x)}{x}$ và $b = \lim_{x \to \infty} (f(x)-ax)$. b) Tính hệ số góc $a$. c) Sử dụng giá trị $a$ vừa tìm được, tính hệ số tự do $b$."
10,9,9,9,9,"Lời giải của học sinh đã tính đúng kết quả cho cả ba phần. Tuy nhiên, việc sử dụng khái niệm tương đương ""f(x) ~ 2x"" một cách trực tiếp có thể chưa hoàn toàn chặt chẽ về mặt lý thuyết so với việc sử dụng định nghĩa giới hạn hoặc biến đổi đại số như trong đáp án chuẩn. Cụ thể, phần a) nên được lập luận rõ hơn là f(x) = (f(x)/x) * x để thấy rõ giới hạn của x khi x tiến về 0. Phần c) cũng tương tự, cần làm rõ hơn cách áp dụng khái niệm tương đương cho f(x^2). Tuy nhiên, cách tiếp cận này hiệu quả và cho kết quả đúng.",Cho hàm số $f(x)$ thỏa mãn $\lim_{x \to 0} \frac{f(x)}{x} = 2$. Tính các giới hạn sau: a) $\lim_{x \to 0} f(x)$. b) $\lim_{x \to 0} \frac{f(3x)}{x}$. c) $\lim_{x \to 0} \frac{f(x^2)}{\sin^2(x)}$.
9,8,8,9,8,"Lời giải của học sinh khá tốt, đặc biệt là ở phần a và c. Tuy nhiên, phần lập luận ở câu b có thể chi tiết và chặt chẽ hơn, đặc biệt là việc xử lý trường hợp M=0.","Cho hai hàm số $f(x)$ và $g(x)$ sao cho $\lim_{x \to a} f(x) = 0$ và $g(x)$ bị chặn trong một lân cận của $a$ (tức là tồn tại $M>0$ và $\delta>0$ sao cho $|g(x)| \le M$ với mọi $x$ thỏa mãn $0<|x-a|<\delta$). a) Sử dụng định nghĩa giới hạn $\epsilon-\delta$ để viết lại giả thiết $\lim_{x \to a} f(x) = 0$. b) Dựa vào định nghĩa, chứng minh rằng $\lim_{x \to a} f(x)g(x) = 0$. c) Áp dụng kết quả trên để tính $\lim_{x \to 0} \sin(x) \cos(\frac{1}{x^2})$."
9,9,9,9,9,"Học sinh đã xác định đúng các hàm số là VCB và VCL. Tuy nhiên, phần giải thích cho câu c) có một chút nhầm lẫn khi cho rằng không có hàm số nào không phải VCB cũng không phải VCL, trong khi hàm h(x) = cos(x) thỏa mãn điều kiện này.","Xét các hàm số sau khi $x \to 0$: $f(x) = x^2$, $g(x) = \frac{1}{x}$, $h(x) = \cos(x)$, $k(x) = \tan(x)$. a) Hàm số nào là vô cùng bé (VCB)? Tại sao? b) Hàm số nào là vô cùng lớn (VCL)? Tại sao? c) Hàm số nào không phải VCB cũng không phải VCL?"
10,10,10,10,10,"Bài làm của học sinh hoàn toàn chính xác và đầy đủ. Cách lập luận rõ ràng, các bước tính toán đều đúng và trình bày mạch lạc.",Cho hai VCB khi $x \to 0$ là $\alpha(x) = \sin(5x)$ và $\beta(x) = x$. a) Hai VCB này có tương đương không? Hãy tính $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$. b) Tìm một hằng số $k$ để $\alpha(x)$ tương đương với $k \cdot \beta(x)$. c) Phần chính của VCB $\alpha(x)$ là gì?
7,8,8,8,8,"Bạn đã tính đúng giới hạn ở câu a). Tuy nhiên, ở câu b), bạn đã kết luận đúng là hai VCL không tương đương nhưng chưa giải thích rõ lý do theo định nghĩa. Ở câu c), bạn nhầm lẫn giữa khái niệm ""cùng bậc"" và ""bậc cao hơn"". Theo định nghĩa, hai VCL cùng bậc nếu giới hạn tỉ số của chúng là một hằng số hữu hạn khác 0.","Xét hai VCL khi $x \to +\infty$: $f(x) = 3x^2 + 2x$ và $g(x) = x^2$. a) Tính giới hạn $\lim_{x \to +\infty} \frac{f(x)}{g(x)}$. b) Dựa vào kết quả, hai VCL này có tương đương không? c) VCL nào có bậc cao hơn?"
10,10,10,10,10,"Bài giải đã giải quyết đầy đủ các yêu cầu của đề bài, tính toán chính xác các giới hạn và đưa ra lý giải hợp lý cho việc so sánh bậc của các VCB. Trình bày rõ ràng, dễ hiểu.",Cho $\alpha(x) = x^3$ và $\beta(x) = x^5$ là hai VCB khi $x \to 0$. a) Tính $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$. b) Tính $\lim_{x \to 0} \frac{\beta(x)}{\alpha(x)}$. c) VCB nào có bậc cao hơn? Giải thích.
10,10,10,10,10,"Học sinh đã áp dụng đúng định nghĩa VCB và các quy tắc về giới hạn để giải quyết từng phần của bài toán. Lời giải rõ ràng, logic và chính xác.",Cho $\alpha(x)$ là một VCB khi $x \to a$. a) $f(x) = 5\alpha(x)$ có phải là một VCB khi $x \to a$ không? b) $g(x) = (\alpha(x))^3$ có phải là một VCB khi $x \to a$ không? c) $h(x) = \alpha(x) + 1$ có phải là một VCB khi $x \to a$ không?
10,10,10,10,10,"Học sinh đã hiểu và áp dụng đúng quy tắc ngắt bỏ VCB bậc cao. Các bước phân tích, xác định VCB bậc thấp và tính giới hạn đều chính xác và rõ ràng.","Sử dụng quy tắc ngắt bỏ VCB bậc cao để tìm phần chính và tính giới hạn $L = \lim_{x \to 0} \frac{x^2 + 3x^5}{2x^2 + x^3}$. a) Trong tử số, VCB nào có bậc thấp hơn? b) Trong mẫu số, VCB nào có bậc thấp hơn? c) Rút gọn biểu thức bằng cách chỉ giữ lại các VCB bậc thấp nhất ở tử và mẫu, sau đó tính giới hạn."
10,10,10,10,10,"Bài giải của học sinh hoàn toàn chính xác, lập luận rõ ràng, mạch lạc và sử dụng đúng các kiến thức về VCB tương đương cũng như khai triển Maclaurin. Học sinh đã trả lời đầy đủ và chính xác tất cả các phần của câu hỏi.",Cho $\alpha(x) = 1 - \cos(x)$ là một VCB khi $x \to 0$. a) Tìm VCB dạng $Ax^k$ tương đương với $\alpha(x)$. b) Bậc của VCB $\alpha(x)$ là bao nhiêu? c) VCB $\beta(x) = x$ có cùng bậc với $\alpha(x)$ không?
10,10,10,10,10,"Học sinh đã trả lời đúng tất cả các phần của câu hỏi, lập luận logic và sử dụng chính xác các công cụ toán học như quy tắc L'Hôpital và giới hạn tương đương. Cách trình bày rõ ràng, dễ hiểu.",Xét các hàm số khi $x \to 1$. a) Hàm $f(x) = x-1$ là VCB hay VCL? b) Hàm $g(x) = \ln(x)$ là VCB hay VCL? c) So sánh bậc của $f(x)$ và $g(x)$ bằng cách tính $\lim_{x \to 1} \frac{g(x)}{f(x)}$.
7,6,7,7,7,"Học sinh đã hiểu đúng khái niệm VCB và VCL trong hầu hết các phần. Tuy nhiên, có một nhầm lẫn ở phần c) khi định nghĩa lại VCL và sau đó lại sửa lại thành VCB. Đáp án chuẩn đã làm rõ ràng hơn định nghĩa của VCB/VCL và cách áp dụng vào bài toán.","Cho $\alpha(x)$ là một VCB khi $x \to 0$. Xét hàm số $f(x) = \frac{1}{\alpha(x)}$. a) $f(x)$ là VCB hay VCL khi $x \to 0$? b) Nếu $\alpha(x) = x^4$, $f(x)$ là gì? c) Nếu $\beta(x)$ là một VCL khi $x \to 0$, thì $g(x) = \frac{1}{\beta(x)}$ là gì?"
10,10,10,10,10,Học sinh đã xác định đúng bậc của từng VCB và sắp xếp chúng theo thứ tự tăng dần một cách chính xác. Lập luận rõ ràng và sử dụng khai triển Taylor phù hợp.,"Sắp xếp các VCB sau theo thứ tự bậc tăng dần khi $x \to 0$: $\alpha(x) = x^3$, $\beta(x) = 1-\cos(x)$, $\gamma(x) = \tan(x)$. a) Tìm bậc của mỗi VCB so với VCB cơ sở $x$. b) So sánh các bậc tìm được. c) Viết lại dãy VCB theo thứ tự bậc tăng dần."
10,10,10,10,10,"Học sinh đã thực hiện đúng tất cả các bước theo yêu cầu của đề bài. Lập luận logic, rõ ràng và chính xác. Trình bày sạch sẽ, dễ hiểu.","Tìm các hằng số $a$ và $b$ sao cho VCB $\alpha(x) = \cos(x) - (1+ax^2)$ là một VCB có bậc cao nhất có thể khi $x \to 0$. a) Sử dụng khai triển Maclaurin cho $\cos(x)$ đến bậc 4: $\cos(x) = 1 - \frac{x^2}{2!} + \frac{x^4}{4!} + o(x^4)$. b) Thay khai triển vào $\alpha(x)$ và nhóm các số hạng theo lũy thừa của $x$. c) Để bậc của $\alpha(x)$ cao nhất có thể, hệ số của các số hạng bậc thấp phải bằng 0. Tìm $a$ và bậc của $\alpha(x)$ sau khi đã tối ưu."
10,10,10,10,10,"Bài giải của học sinh rất tốt, các bước lập luận chặt chẽ và chính xác. Học sinh đã chứng minh được hai VCB tương đương và tính đúng giới hạn bằng phương pháp biến đổi lượng giác. Phần kết luận về ý nghĩa của việc trừ hai VCB tương đương cũng rất rõ ràng và đầy đủ.","Cho hai VCB khi $x \to 0$: $\alpha(x) = \tan(x)$ và $\beta(x) = \sin(x)$. a) Chứng tỏ $\alpha(x) \sim x$ và $\beta(x) \sim x$, do đó $\alpha(x)$ và $\beta(x)$ là hai VCB tương đương. b) Tính giới hạn $\lim_{x \to 0} \frac{\alpha(x) - \beta(x)}{x^3}$ bằng cách biến đổi lượng giác. c) Kết quả câu b cho thấy điều gì về việc trừ hai VCB tương đương?"
3,4,5,3,3,"Bạn đã xác định đúng các VCB tương đương cho từng phần. Tuy nhiên, ở bước 3, bạn đã có sai sót trong việc thực hiện phép tính tổng. Thay vì $\alpha(x) \sim x^2 - \frac{x^2}{2}$, ta cần cộng các phần tương đương. Ngoài ra, cần chú ý đến dấu '+' trong phép phân tích ban đầu của $\alpha(x)$.",Tìm bậc và phần chính của VCB $\alpha(x) = \sqrt{1+2x^2} - \cos(x)$ khi $x \to 0$. a) Tìm VCB tương đương cho $\sqrt{1+2x^2}-1$. (Sử dụng $(1+u)^a-1 \sim au$). b) Tìm VCB tương đương cho $1-\cos(x)$. c) Biến đổi $\alpha(x)$ để sử dụng các kết quả trên và xác định bậc của tổng.
10,10,10,10,10,"Bài giải trình bày rất rõ ràng, logic và chính xác. Học sinh đã thực hiện đúng các bước: lấy logarit, so sánh bậc của các hàm logarit và từ đó suy ra thứ tự bậc của các hàm số ban đầu. Các nhận định về tốc độ tăng của các hàm đều đúng.","So sánh các VCL sau khi $x \to +\infty$: $f(x) = x^{\ln x}$, $g(x) = (\ln x)^x$, $h(x) = e^x$. a) Lấy logarit tự nhiên của mỗi hàm số: $\ln(f(x)), \ln(g(x)), \ln(h(x))$. b) So sánh bậc của các logarit vừa tìm được khi $x \to +\infty$. c) Dựa vào kết quả câu b, hãy sắp xếp $f(x), g(x), h(x)$ theo thứ tự bậc tăng dần."
10,10,10,10,10,"Bài giải của học sinh rất tốt, sử dụng phương pháp khai triển Maclaurin chính xác để tìm phần chính của các VCB. Lập luận về điều kiện để hai VCB cùng bậc cũng hoàn toàn chính xác. Cách trình bày rõ ràng, dễ hiểu.",Tìm hằng số $k$ để hai VCB sau là cùng bậc khi $x \to 0$: $\alpha(x) = e^x - e^{-x}$ và $\beta(x) = \ln(1+kx)$. a) Tìm phần chính của $\alpha(x)$. b) Tìm phần chính của $\beta(x)$. c) Hai VCB cùng bậc khi giới hạn tỉ số của chúng là một hằng số khác 0. Hãy tìm $k$.
10,10,10,10,10,"Bài làm của học sinh hoàn toàn chính xác, lập luận chặt chẽ và trình bày rõ ràng, đầy đủ các bước.",Cho $\alpha(x) = \arcsin(x) - x$. a) Sử dụng khai triển Maclaurin của $\arcsin(x) = x + \frac{x^3}{6} + o(x^3)$. b) Tìm bậc và phần chính của VCB $\alpha(x)$ khi $x \to 0$. c) So sánh bậc của $\alpha(x)$ với $\beta(x) = x^2$.
8,9,8,9,9,"Bài làm của học sinh đã thực hiện tốt các yêu cầu của đề bài. Học sinh đã thực hiện phép chia đa thức và xác định đúng phần chính của VCL. Tuy nhiên, ở câu c), học sinh đã nhầm lẫn giữa tiệm cận xiên và tiệm cận parabol. Tiệm cận xiên là một đường thẳng, trong khi $y=x^2+x+1$ là một parabol. Mặc dù vậy, học sinh đã nhận ra sự khác biệt này và giải thích rõ ràng. Điểm trừ nhỏ là ở phần a), phép chia đa thức có thể được trình bày gọn gàng hơn.",Xét VCL $f(x) = \frac{x^3}{x-1}$ khi $x \to +\infty$. a) Thực hiện phép chia đa thức để viết $f(x)$ dưới dạng đa thức cộng với một phân thức thực sự. b) Phần chính của VCL $f(x)$ là gì? c) Tìm tiệm cận xiên của đồ thị hàm số $y=f(x)$ và so sánh nó với phần chính của VCL.
8,8,8,8,8,"Lời giải của học sinh đã nắm bắt được ý chính của bài toán và đưa ra lập luận tương đối đầy đủ. Tuy nhiên, ở câu c), học sinh chưa làm rõ điều kiện 'f(x) là hàm bị chặn' trong đề bài, dẫn đến việc đưa ra ví dụ không phản ánh đúng yêu cầu của câu hỏi. Nên tập trung vào trường hợp f(x) bị chặn để đánh giá tính chặn của h(x).","Cho $\alpha(x)$ là VCB khi $x \to a$ và $f(x)$ là hàm bị chặn trong một lân cận của $a$. a) Chứng minh rằng tích $g(x) = \alpha(x) f(x)$ là một VCB khi $x \to a$. b) Áp dụng, chứng minh rằng $\lim_{x \to 0} (e^x-1)\sin(\frac{1}{x}) = 0$. c) $h(x) = \alpha(x) + f(x)$ có phải luôn là hàm bị chặn không?"
10,10,10,10,10,"Học sinh đã phân tích đúng dạng vô định, xác định đúng các VCB tương đương và áp dụng chính xác vào bài toán để tìm ra kết quả. Lập luận mạch lạc, trình bày rõ ràng.",Tìm giới hạn $L = \lim_{x \to 0} \frac{\ln(\cos(2x))}{\ln(\cos(3x))}$. a) Đây là dạng vô định 0/0. Hãy xác định các VCB ở tử và mẫu. b) Sử dụng VCB tương đương $\ln(1+u) \sim u$ và $1-\cos(u) \sim u^2/2$. c) Thay thế và tính giới hạn.
10,9,9,9,9,"Bài giải đã thực hiện đúng các bước để tìm bậc của VCB. Lập luận mạch lạc, sử dụng chính xác các khai triển Maclaurin. Có thể chi tiết hơn một chút ở bước khai triển e^u để làm rõ hơn việc chỉ giữ lại các số hạng cần thiết.",Tìm bậc (so với $x$) của VCB $\alpha(x) = (1+x)^x - 1$ khi $x \to 0$. a) Biến đổi $\alpha(x)$ sử dụng $A=e^{\ln A}$. b) Sử dụng khai triển Maclaurin cho $\ln(1+x)$ và $e^u$. c) Tìm số hạng bậc thấp nhất trong khai triển của $\alpha(x)$ để xác định bậc và phần chính.
3,6,7,5,5,"Học sinh đã tiếp cận đúng hướng bài toán bằng cách sử dụng khai triển Maclaurin và đồng nhất hệ số. Tuy nhiên, có sai sót trong việc khai triển và tính toán hệ số, dẫn đến việc không tìm ra được giá trị $A, B$ đúng. Việc nhận định bài toán có thể sai là hợp lý khi gặp khó khăn, nhưng thay vì dừng lại, nên xem xét lại từng bước tính toán cẩn thận hơn. Đáp án chuẩn cho thấy các hệ số $x$ và $x^2$ đều bằng không, từ đó suy ra $A$ và $B$ một cách rõ ràng.","Tìm các hằng số $A, B$ sao cho khi $x \to 0$, VCB $\alpha(x) = e^x - \frac{1+Ax}{1+Bx}$ tương đương với $Cx^3$ với $C$ là một hằng số khác 0. a) Sử dụng khai triển Maclaurin cho $e^x$ và $(1+Bx)^{-1}$ đến bậc cần thiết. b) Thay các khai triển vào biểu thức $\alpha(x)$ và quy đồng mẫu số. c) Đồng nhất các hệ số của $x$ và $x^2$ ở tử số bằng 0 để tìm $A, B$ và sau đó tìm $C$."
10,10,10,10,10,"Bài giải rất tốt, thực hiện đúng các bước phân tích và sử dụng khai triển Maclaurin chính xác để tìm bậc và phần chính của các VCB. Cách trình bày rõ ràng, dễ hiểu.",Cho VCB $\alpha(x) = x - \sin(x)$ và $\beta(x) = x \ln(1+x) - x^2$ khi $x \to 0$. a) Tìm bậc và phần chính của $\alpha(x)$. b) Tìm bậc và phần chính của $\beta(x)$. c) So sánh bậc của hai VCB này và tính giới hạn $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$.
0,4,6,2,1,"Học sinh đã thực hiện đúng các bước rút gọn ban đầu và sử dụng khai triển Taylor. Tuy nhiên, có một sai sót lớn trong việc xác định bậc của VCL. Theo đáp án chuẩn, $f(x)$ có phần chính là $rac{2}{3x}$, do đó bậc của nó so với $1/x$ là 1. Học sinh đã nhầm lẫn khi kết luận $f(x)$ tiến về hằng số $rac{2}{3}$ và suy ra bậc 0. Ngoài ra, khai triển Taylor trong phần b) của học sinh là $o(1/x)$, trong khi đáp án chuẩn sử dụng $o(u)$, điều này cần được làm rõ hơn về cấp bậc của $o$ trong khai triển. Đáp án chuẩn cũng có sai sót nhỏ trong phần a) khi thay $x$ bằng $x^2$ trong biểu thức rút ra. Tuy nhiên, với sai sót cơ bản về bậc của VCL, điểm số của học sinh rất thấp.",Tìm bậc (so với $1/x$) của VCL $f(x) = (x^3+x)^{1/3} - (x^3-x)^{1/3}$ khi $x \to +\infty$. a) Rút $x^3$ ra khỏi mỗi căn thức bậc ba. b) Sử dụng khai triển $(1+u)^a = 1+au+o(u)$ cho các biểu thức còn lại. c) Rút gọn và xác định bậc.
10,10,10,10,10,"Bài làm của học sinh rất tốt, trình bày đầy đủ, lập luận logic và chính xác từng bước. Các khái niệm về VCB, bậc và phần chính được vận dụng một cách thuần thục. Đặc biệt, việc áp dụng khai triển Taylor một cách sáng tạo cho cả các hàm lồng nhau là điểm cộng lớn.","Cho $\alpha(x)$ là một VCB khi $x \to 0$ sao cho $\alpha(x) \sim Ax^k$ ($A,k>0$). Xét VCB lồng nhau $\beta(x) = \ln(1+\alpha(x))$. a) Chứng minh rằng $\beta(x)$ là VCB cùng bậc với $\alpha(x)$. b) Xét $\gamma(x) = \cos(\alpha(x))-1$. Tìm bậc và phần chính của $\gamma(x)$. c) Áp dụng, tìm bậc và phần chính của VCB $f(x) = \cos(\sin^2 x) - 1$ khi $x \to 0$."
4,5,5,4,4,"Học sinh đã hiểu được cách tiếp cận bài toán nhưng mắc nhiều lỗi trong quá trình khai triển Maclaurin và tính toán. Phần a) có ý tưởng đúng nhưng tính toán sai hệ số. Phần b) và c) dựa trên kết quả sai ở phần a, dẫn đến kết quả cuối cùng sai. Cần chú ý cẩn thận hơn trong các bước khai triển và phép tính.","Tìm giới hạn $L = \lim_{x \to 0} (\frac{(1+x)^{1/x}}{e})^{1/x}$. a) Đặt $f(x) = (1+x)^{1/x}$. Sử dụng khai triển Maclaurin, chứng minh rằng $f(x) = e(1 - \frac{x}{2} + \frac{11}{24}x^2 + o(x^2))$. b) Thay khai triển này vào biểu thức giới hạn. c) Sử dụng VCB tương đương $(1+u)^a-1 \sim au$ hoặc khai triển $e^u$ để tính giới hạn cuối cùng."
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác, tuân thủ đúng các bước và sử dụng khai triển Maclaurin một cách hiệu quả để giải quyết bài toán. Cách trình bày rõ ràng, logic và mạch lạc.","Cho VCB $\alpha(x) = \sinh(x) - \sin(x)$ và $\beta(x) = \cosh(x) - \cos(x)$ khi $x \to 0$. a) Sử dụng khai triển Maclaurin của các hàm hyperbolic và lượng giác để tìm bậc và phần chính của $\alpha(x)$. b) Tương tự, tìm bậc và phần chính của $\beta(x)$. c) Tính $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$."
10,10,10,10,10,"Bài giải của học sinh đã trình bày đầy đủ, chính xác các bước khai triển Maclaurin, thay thế và tìm điều kiện cho hằng số a, cũng như xác định bậc của VCB. Cách lập luận logic và rõ ràng.","Tìm hằng số $a$ và bậc $k$ của VCB $\alpha(x) = (1+ax^2)^{1/3} - \cos(x)$ sao cho $\alpha(x)$ có bậc cao hơn 2 khi $x \to 0$. a) Viết khai triển Maclaurin của $(1+ax^2)^{1/3}$ và $\cos(x)$ đến bậc 4. b) Thay vào biểu thức $\alpha(x)$ và nhóm các số hạng. c) Tìm $a$ để hệ số của $x^2$ triệt tiêu, từ đó suy ra bậc $k$ của VCB mới."
