correctness,reasoning,clarity,accuracy,final_score,feedback,problem
10,10,10,10,10.0,"Bài giải của học sinh rất tốt, các bước lập luận rõ ràng, chính xác và đầy đủ theo yêu cầu của đề bài. Học sinh đã thực hiện đúng các bước để tìm tiệm cận đứng và tiệm cận ngang, bao gồm cả việc xử lý căn bậc hai khi $x$ tiến về âm vô cùng. Đây là một bài giải xuất sắc.",Tìm các tiệm cận (đứng và ngang) của đồ thị hàm số $f(x) = \frac{\sqrt{4x^2+1}}{x-2}$. a) Tìm tiệm cận đứng bằng cách xét giới hạn khi $x$ tiến đến giá trị làm mẫu số bằng 0. b) Tìm tiệm cận ngang bằng cách xét $\lim_{x \to +\infty} f(x)$. c) Tìm tiệm cận ngang bằng cách xét $\lim_{x \to -\infty} f(x)$. Chú ý $\sqrt{x^2}=-x$ khi $x < 0$.
4,6,7,7,6.0,"Học sinh đã thực hiện đúng yêu cầu của phần a và nhận dạng được một phần đúng ở phần b. Tuy nhiên, ở phần b, việc nhận dạng hàm số cho giới hạn thứ hai chưa chính xác và phần c đã tính toán đạo hàm của hàm số thứ hai bị sai dẫn đến kết quả cuối cùng không đúng. Dự đoán ban đầu của học sinh (a+b) cũng không khớp với kết quả đúng (a).",Tìm giới hạn $L = \lim_{x \to 0} \frac{e^{ax} - \cos(bx)}{x}$ sử dụng định nghĩa đạo hàm. a) Viết lại biểu thức dưới dạng tổng/hiệu của hai phân số có cùng mẫu số $x$ bằng cách thêm bớt một hằng số thích hợp. b) Nhận dạng mỗi phân số là tỉ số của định nghĩa đạo hàm của một hàm số nào đó tại $x=0$. c) Tính đạo hàm của các hàm số đó và tìm kết quả của giới hạn.
7,8,8,7,7.0,"Lời giải của học sinh đã làm đúng phần a) và phần giới hạn khi x tiến đến dương vô cùng. Tuy nhiên, ở phần giới hạn khi x tiến đến âm vô cùng, học sinh đã có một số sai sót trong lập luận. Cụ thể, việc rút a_max^x ra và xử lý các số hạng khi x -> -infinity chưa chính xác. Đáp án chuẩn đã chỉ ra đúng là giới hạn khi x -> -infinity là a_min, điều mà lời giải của học sinh chưa đạt tới.","Cho $f(x) = (\frac{a_1^x + a_2^x + ... + a_m^x}{m})^{1/x}$, với $a_i > 0$ là các hằng số. a) Biến đổi $f(x)$ sử dụng $A = e^{\ln A}$. b) Đặt $a_{max} = \max\{a_1, ..., a_m\}$. Rút $a_{max}^x$ ra khỏi tổng trong logarit. c) Tính $\lim_{x \to +\infty} f(x)$ và $\lim_{x \to -\infty} f(x)$."
10,10,10,10,10.0,"Học sinh đã xác định đúng dạng vô định, biến đổi biểu thức về dạng $e^{g(x)}$ và tính toán giới hạn của số mũ một cách chính xác. Cách lập luận rõ ràng và mạch lạc.",Tìm giới hạn $L = \lim_{x \to 0^+} x^{\sin x}$. a) Đây là dạng vô định gì? b) Biến đổi biểu thức về dạng $e^{g(x)}$ và viết lại giới hạn. c) Tính giới hạn của $g(x)$ bằng cách biến đổi $\sin x \ln x = \frac{\sin x}{x} \cdot x \ln x$. (Biết $\lim_{x \to 0^+} x \ln x = 0$).
10,10,10,10,10.0,"Lời giải của học sinh rất chính xác và bám sát các bước trong đáp án chuẩn. Học sinh đã thực hiện đúng các bước phân tích biểu thức, tìm chặn trên cho nhân tử chứa x và cuối cùng tìm được giá trị delta phù hợp. Cách trình bày rõ ràng, logic.","Sử dụng định nghĩa giới hạn theo $\epsilon - \delta$ để chứng minh rằng $\lim_{x \to 2} (x^2+2x) = 8$. a) Với $\epsilon > 0$ cho trước, ta cần tìm $\delta > 0$ sao cho nếu $0 < |x-2| < \delta$ thì $|(x^2+2x)-8| < \epsilon$. b) Phân tích biểu thức $|(x^2+2x)-8|$ thành nhân tử. c) Tìm một chặn trên cho nhân tử chứa $x$ bằng cách giả sử $\delta \le 1$. Từ đó tìm $\delta$ theo $\epsilon$."
10,10,10,10,10.0,"Học sinh đã thực hiện đúng tất cả các bước của bài toán. Khai triển Taylor được áp dụng chính xác, việc đồng nhất hệ số để đảm bảo giới hạn hữu hạn và khác không cũng được thực hiện đúng. Học sinh cũng nhận ra rằng có vô số nghiệm cho a và b, và đã đưa ra một ví dụ cụ thể.","Tìm các hằng số $a, b$ sao cho $\lim_{x \to 0} \frac{\sqrt[3]{1+ax} - (1+bx)}{x^2} = L$ là một số hữu hạn khác 0. a) Sử dụng khai triển Taylor/Maclaurin cho $\sqrt[3]{1+u}$ đến bậc hai: $\sqrt[3]{1+u} = 1 + \frac{1}{3}u - \frac{1}{9}u^2 + o(u^2)$. b) Thay $u=ax$ vào khai triển và đặt vào biểu thức giới hạn. c) Đồng nhất hệ số của các lũy thừa của $x$ ở tử số để chúng triệt tiêu đến bậc 1, và tìm $a, b, L$."
10,10,10,10,10.0,"Lời giải hoàn toàn chính xác và tuân thủ đúng các bước được yêu cầu. Lập luận rõ ràng, trình bày mạch lạc và các phép tính đạo hàm cũng như thay số đều chính xác.","Tính giới hạn $L = \lim_{x \to 1} \frac{x^n - nx + n - 1}{(x-1)^2}$, với $n$ là số nguyên dương $\ge 2$. a) Nhận thấy đây là dạng 0/0. Áp dụng quy tắc L'Hôpital lần thứ nhất. b) Kết quả vẫn là dạng 0/0. Áp dụng quy tắc L'Hôpital lần thứ hai. c) Tính giới hạn cuối cùng."
1,3,4,2,2.0,"Lời giải của học sinh đã mắc nhiều lỗi trong quá trình khai triển Maclaurin và tính toán. Các khai triển của $\sin(\tan x)$ và $\tan(\sin x)$ không chính xác, dẫn đến kết quả sai. Đặc biệt, ở bước 2 và 3, học sinh đã bỏ qua nhiều hệ số quan trọng khi khai triển lũy thừa của $\tan x$ và $\sin x$. Phần lập luận ở bước 4 cũng không chính xác khi kết luận giới hạn bằng 0 dựa trên hai khai triển sai. Học sinh cần xem lại kỹ thuật khai triển đa thức và tính toán cẩn thận hơn.",Cho $L = \lim_{x \to 0} \frac{\sin(\tan x) - \tan(\sin x)}{x^7}$. a) Sử dụng khai triển Maclaurin của $\sin u$ và $\tan u$ đến bậc cao: $\sin u = u - u^3/6 + u^5/120 - u^7/5040...$ và $\tan u = u + u^3/3 + 2u^5/15 + 17u^7/315...$. b) Tính khai triển của $\sin(\tan x)$ và $\tan(\sin x)$ bằng cách thay thế khai triển của $u=\tan x$ và $u=\sin x$. Giữ lại các số hạng đến bậc 7. c) Trừ hai khai triển và tìm giới hạn.
10,10,10,10,10.0,"Bài giải của học sinh hoàn toàn chính xác và tuân thủ đúng quy trình tìm tiệm cận xiên. Lập luận rõ ràng, các bước tính toán chính xác và trình bày dễ hiểu.","Tìm tiệm cận xiên của đồ thị hàm số $f(x) = \frac{2x^2 - 3x + 1}{x+1}$. a) Đường thẳng $y=ax+b$ là tiệm cận xiên nếu $a = \lim_{x \to \infty} \frac{f(x)}{x}$ và $b = \lim_{x \to \infty} (f(x)-ax)$. b) Tính hệ số góc $a$. c) Sử dụng giá trị $a$ vừa tìm được, tính hệ số tự do $b$."
10,10,10,10,10.0,"Bài giải của học sinh rất tốt, đã sử dụng phương pháp tương đương một cách hiệu quả và chính xác để giải quyết các yêu cầu của bài toán. Các bước lập luận rõ ràng, logic và dễ hiểu. Các kết quả đều trùng khớp với đáp án chuẩn.",Cho hàm số $f(x)$ thỏa mãn $\lim_{x \to 0} \frac{f(x)}{x} = 2$. Tính các giới hạn sau: a) $\lim_{x \to 0} f(x)$. b) $\lim_{x \to 0} \frac{f(3x)}{x}$. c) $\lim_{x \to 0} \frac{f(x^2)}{\sin^2(x)}$.
10,10,10,10,10.0,"Học sinh đã trình bày lời giải rất tốt, đầy đủ các bước và chính xác. Các bước lập luận logic, rõ ràng và bám sát định nghĩa. Phần áp dụng cũng rất chính xác.","Cho hai hàm số $f(x)$ và $g(x)$ sao cho $\lim_{x \to a} f(x) = 0$ và $g(x)$ bị chặn trong một lân cận của $a$ (tức là tồn tại $M>0$ và $\delta>0$ sao cho $|g(x)| \le M$ với mọi $x$ thỏa mãn $0<|x-a|<\delta$). a) Sử dụng định nghĩa giới hạn $\epsilon-\delta$ để viết lại giả thiết $\lim_{x \to a} f(x) = 0$. b) Dựa vào định nghĩa, chứng minh rằng $\lim_{x \to a} f(x)g(x) = 0$. c) Áp dụng kết quả trên để tính $\lim_{x \to 0} \sin(x) \cos(\frac{1}{x^2})$."
10,10,10,10,10.0,"Bài giải của học sinh hoàn toàn chính xác, lập luận rõ ràng và đầy đủ theo định nghĩa VCB, VCL. Học sinh đã xác định đúng các hàm số thuộc các loại tương ứng và giải thích hợp lý.","Xét các hàm số sau khi $x \to 0$: $f(x) = x^2$, $g(x) = \frac{1}{x}$, $h(x) = \cos(x)$, $k(x) = \tan(x)$. a) Hàm số nào là vô cùng bé (VCB)? Tại sao? b) Hàm số nào là vô cùng lớn (VCL)? Tại sao? c) Hàm số nào không phải VCB cũng không phải VCL?"
10,9,9,10,9.0,"Học sinh đã trả lời đúng tất cả các phần của bài toán và có lập luận logic, chính xác. Tuy nhiên, ở câu a, học sinh có thể trình bày rõ hơn định nghĩa tương đương VCB trước khi tính giới hạn để phần lập luận đầy đủ hơn.",Cho hai VCB khi $x \to 0$ là $\alpha(x) = \sin(5x)$ và $\beta(x) = x$. a) Hai VCB này có tương đương không? Hãy tính $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$. b) Tìm một hằng số $k$ để $\alpha(x)$ tương đương với $k \cdot \beta(x)$. c) Phần chính của VCB $\alpha(x)$ là gì?
7,7,8,8,8.0,"Phần a) tính giới hạn đúng. Phần b) trả lời đúng hai VCL không tương đương nhưng chưa giải thích rõ ràng theo định nghĩa. Phần c) kết luận sai, hai VCL cùng bậc chứ không phải VCL nào có bậc cao hơn.","Xét hai VCL khi $x \to +\infty$: $f(x) = 3x^2 + 2x$ và $g(x) = x^2$. a) Tính giới hạn $\lim_{x \to +\infty} \frac{f(x)}{g(x)}$. b) Dựa vào kết quả, hai VCL này có tương đương không? c) VCL nào có bậc cao hơn?"
10,9,9,10,9.0,"Bài làm của học sinh đã trả lời đúng tất cả các yêu cầu của đề bài. Phần tính giới hạn được thực hiện chính xác. Phần so sánh bậc của VCB và giải thích cũng đúng theo định nghĩa. Chỉ có một điểm nhỏ là ở phần giải thích cho câu c), học sinh có thể diễn giải rõ hơn về ý nghĩa của việc ""tiến về 0 nhanh hơn"" để tăng thêm sự mạch lạc cho lập luận.",Cho $\alpha(x) = x^3$ và $\beta(x) = x^5$ là hai VCB khi $x \to 0$. a) Tính $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$. b) Tính $\lim_{x \to 0} \frac{\beta(x)}{\alpha(x)}$. c) VCB nào có bậc cao hơn? Giải thích.
10,10,10,10,10.0,"Bài giải hoàn toàn chính xác, lập luận chặt chẽ và trình bày rõ ràng. Học sinh đã vận dụng đúng định nghĩa VCB và các quy tắc tính giới hạn để giải quyết từng phần của bài toán.",Cho $\alpha(x)$ là một VCB khi $x \to a$. a) $f(x) = 5\alpha(x)$ có phải là một VCB khi $x \to a$ không? b) $g(x) = (\alpha(x))^3$ có phải là một VCB khi $x \to a$ không? c) $h(x) = \alpha(x) + 1$ có phải là một VCB khi $x \to a$ không?
10,10,10,10,10.0,"Lời giải của bạn rất chính xác và tuân thủ đầy đủ các yêu cầu của đề bài. Các bước giải thích rõ ràng, logic và sử dụng đúng quy tắc ngắt bỏ VCB bậc cao. Đặc biệt, bạn đã trả lời đúng và đầy đủ cho cả ba phần a), b) và c).","Sử dụng quy tắc ngắt bỏ VCB bậc cao để tìm phần chính và tính giới hạn $L = \lim_{x \to 0} \frac{x^2 + 3x^5}{2x^2 + x^3}$. a) Trong tử số, VCB nào có bậc thấp hơn? b) Trong mẫu số, VCB nào có bậc thấp hơn? c) Rút gọn biểu thức bằng cách chỉ giữ lại các VCB bậc thấp nhất ở tử và mẫu, sau đó tính giới hạn."
10,10,10,10,10.0,"Học sinh đã trả lời đúng tất cả các phần của bài toán và có lập luận rõ ràng, chính xác. Sử dụng khai triển Maclaurin là một phương pháp chuẩn để giải quyết bài toán về VCB tương đương. Cách trình bày từng bước rất dễ hiểu.",Cho $\alpha(x) = 1 - \cos(x)$ là một VCB khi $x \to 0$. a) Tìm VCB dạng $Ax^k$ tương đương với $\alpha(x)$. b) Bậc của VCB $\alpha(x)$ là bao nhiêu? c) VCB $\beta(x) = x$ có cùng bậc với $\alpha(x)$ không?
10,10,10,10,10.0,"Bài giải rất tốt, lập luận chặt chẽ, chính xác và trình bày rõ ràng. Học sinh đã hiểu rõ khái niệm VCB, VCL và cách so sánh bậc của chúng bằng giới hạn. Việc sử dụng quy tắc L'Hôpital hoặc giới hạn tương đương đều chính xác.",Xét các hàm số khi $x \to 1$. a) Hàm $f(x) = x-1$ là VCB hay VCL? b) Hàm $g(x) = \ln(x)$ là VCB hay VCL? c) So sánh bậc của $f(x)$ và $g(x)$ bằng cách tính $\lim_{x \to 1} \frac{g(x)}{f(x)}$.
10,9,9,10,9.0,"Bạn đã trả lời đúng tất cả các phần của câu hỏi và sử dụng đúng định nghĩa về VCB và VCL. Lập luận logic và rõ ràng. Tuy nhiên, ở phần b, bạn chỉ cần nêu rõ $f(x)$ là VCL là đủ, không cần ghi lại biểu thức. Điểm trừ nhỏ cho sự chưa tinh tế trong diễn đạt.","Cho $\alpha(x)$ là một VCB khi $x \to 0$. Xét hàm số $f(x) = \frac{1}{\alpha(x)}$. a) $f(x)$ là VCB hay VCL khi $x \to 0$? b) Nếu $\alpha(x) = x^4$, $f(x)$ là gì? c) Nếu $\beta(x)$ là một VCL khi $x \to 0$, thì $g(x) = \frac{1}{\beta(x)}$ là gì?"
10,10,10,10,10.0,"Lời giải của học sinh hoàn toàn chính xác, lập luận chặt chẽ và trình bày rõ ràng, đi đúng hướng với đáp án chuẩn.","Sắp xếp các VCB sau theo thứ tự bậc tăng dần khi $x \to 0$: $\alpha(x) = x^3$, $\beta(x) = 1-\cos(x)$, $\gamma(x) = \tan(x)$. a) Tìm bậc của mỗi VCB so với VCB cơ sở $x$. b) So sánh các bậc tìm được. c) Viết lại dãy VCB theo thứ tự bậc tăng dần."
10,10,10,10,10.0,"Lời giải của học sinh hoàn toàn chính xác và bám sát các bước yêu cầu của đề bài. Lập luận rõ ràng, mạch lạc và trình bày sạch sẽ. Đã sử dụng đúng khai triển Maclaurin và suy luận logic để tìm ra giá trị của a và bậc của VCB. Không có điểm nào cần cải thiện.","Tìm các hằng số $a$ và $b$ sao cho VCB $\alpha(x) = \cos(x) - (1+ax^2)$ là một VCB có bậc cao nhất có thể khi $x \to 0$. a) Sử dụng khai triển Maclaurin cho $\cos(x)$ đến bậc 4: $\cos(x) = 1 - \frac{x^2}{2!} + \frac{x^4}{4!} + o(x^4)$. b) Thay khai triển vào $\alpha(x)$ và nhóm các số hạng theo lũy thừa của $x$. c) Để bậc của $\alpha(x)$ cao nhất có thể, hệ số của các số hạng bậc thấp phải bằng 0. Tìm $a$ và bậc của $\alpha(x)$ sau khi đã tối ưu."
10,10,10,10,10.0,"Lời giải của học sinh hoàn toàn chính xác và đầy đủ các bước. Học sinh đã hiểu rõ bản chất của VCB tương đương và các phép toán liên quan. Việc sử dụng các giới hạn cơ bản và biến đổi lượng giác được thực hiện rất tốt. Phần c) đã giải thích rõ ràng ý nghĩa của kết quả, tránh được những ngộ nhận phổ biến về VCB tương đương.","Cho hai VCB khi $x \to 0$: $\alpha(x) = \tan(x)$ và $\beta(x) = \sin(x)$. a) Chứng tỏ $\alpha(x) \sim x$ và $\beta(x) \sim x$, do đó $\alpha(x)$ và $\beta(x)$ là hai VCB tương đương. b) Tính giới hạn $\lim_{x \to 0} \frac{\alpha(x) - \beta(x)}{x^3}$ bằng cách biến đổi lượng giác. c) Kết quả câu b cho thấy điều gì về việc trừ hai VCB tương đương?"
10,10,10,10,10.0,"Bài giải hoàn toàn chính xác, lập luận rõ ràng, logic và sử dụng đúng các kiến thức về VCB tương đương. Trình bày sạch sẽ và dễ hiểu.",Tìm bậc và phần chính của VCB $\alpha(x) = \sqrt{1+2x^2} - \cos(x)$ khi $x \to 0$. a) Tìm VCB tương đương cho $\sqrt{1+2x^2}-1$. (Sử dụng $(1+u)^a-1 \sim au$). b) Tìm VCB tương đương cho $1-\cos(x)$. c) Biến đổi $\alpha(x)$ để sử dụng các kết quả trên và xác định bậc của tổng.
10,10,10,10,10.0,"Bài giải hoàn toàn chính xác, lập luận chặt chẽ và trình bày rõ ràng. Các bước tính toán và so sánh đều đúng với các quy tắc về giới hạn và so sánh hàm số.","So sánh các VCL sau khi $x \to +\infty$: $f(x) = x^{\ln x}$, $g(x) = (\ln x)^x$, $h(x) = e^x$. a) Lấy logarit tự nhiên của mỗi hàm số: $\ln(f(x)), \ln(g(x)), \ln(h(x))$. b) So sánh bậc của các logarit vừa tìm được khi $x \to +\infty$. c) Dựa vào kết quả câu b, hãy sắp xếp $f(x), g(x), h(x)$ theo thứ tự bậc tăng dần."
10,10,10,10,10.0,"Học sinh đã thực hiện bài toán một cách chính xác và đầy đủ, sử dụng đúng các phương pháp khai triển Maclaurin và định nghĩa về hai VCB cùng bậc. Cách trình bày rõ ràng, từng bước logic. Phần dự đoán đã định hướng đúng hướng giải.",Tìm hằng số $k$ để hai VCB sau là cùng bậc khi $x \to 0$: $\alpha(x) = e^x - e^{-x}$ và $\beta(x) = \ln(1+kx)$. a) Tìm phần chính của $\alpha(x)$. b) Tìm phần chính của $\beta(x)$. c) Hai VCB cùng bậc khi giới hạn tỉ số của chúng là một hằng số khác 0. Hãy tìm $k$.
10,10,10,10,10.0,"Lời giải của học sinh rất tốt, đầy đủ các bước và sử dụng đúng các khái niệm về khai triển Maclaurin và VCB. Học sinh đã trả lời chính xác tất cả các phần của câu hỏi.",Cho $\alpha(x) = \arcsin(x) - x$. a) Sử dụng khai triển Maclaurin của $\arcsin(x) = x + \frac{x^3}{6} + o(x^3)$. b) Tìm bậc và phần chính của VCB $\alpha(x)$ khi $x \to 0$. c) So sánh bậc của $\alpha(x)$ với $\beta(x) = x^2$.
8,9,9,9,9.0,"Lời giải của học sinh đã thực hiện đúng các bước phân tích và tìm ra kết quả chính xác cho phần a và b. Tuy nhiên, ở phần c, học sinh có nhầm lẫn giữa khái niệm tiệm cận xiên (thường là đường thẳng) và đường tiệm cận parabol. Lời giải chuẩn đã làm rõ điều này, và phần chính của VCL nên là toàn bộ phần đa thức $x^2+x+1$, không chỉ là $x^2$. Đánh giá cao việc học sinh đã hiểu ý tưởng chung về hành vi của hàm số tại vô cùng.",Xét VCL $f(x) = \frac{x^3}{x-1}$ khi $x \to +\infty$. a) Thực hiện phép chia đa thức để viết $f(x)$ dưới dạng đa thức cộng với một phân thức thực sự. b) Phần chính của VCL $f(x)$ là gì? c) Tìm tiệm cận xiên của đồ thị hàm số $y=f(x)$ và so sánh nó với phần chính của VCL.
10,10,10,10,10.0,"Học sinh đã giải đúng và đầy đủ tất cả các phần của bài toán. Lập luận chặt chẽ, rõ ràng và chính xác về mặt toán học. Phần c) học sinh đã làm tốt việc phân biệt trường hợp ""luôn"" và chỉ ra ví dụ phản bác, đồng thời có ghi chú làm rõ thêm.","Cho $\alpha(x)$ là VCB khi $x \to a$ và $f(x)$ là hàm bị chặn trong một lân cận của $a$. a) Chứng minh rằng tích $g(x) = \alpha(x) f(x)$ là một VCB khi $x \to a$. b) Áp dụng, chứng minh rằng $\lim_{x \to 0} (e^x-1)\sin(\frac{1}{x}) = 0$. c) $h(x) = \alpha(x) + f(x)$ có phải luôn là hàm bị chặn không?"
0,2,4,0,0.0,"Học sinh đã xác định đúng dạng vô định và các VCB ở tử và mẫu ở phần a. Tuy nhiên, ở phần b và c, học sinh đã áp dụng sai công thức VCB tương đương, dẫn đến kết quả cuối cùng là sai.",Tìm giới hạn $L = \lim_{x \to 0} \frac{\ln(\cos(2x))}{\ln(\cos(3x))}$. a) Đây là dạng vô định 0/0. Hãy xác định các VCB ở tử và mẫu. b) Sử dụng VCB tương đương $\ln(1+u) \sim u$ và $1-\cos(u) \sim u^2/2$. c) Thay thế và tính giới hạn.
10,10,10,10,10.0,"Bài giải của học sinh rất tốt, thực hiện đầy đủ các yêu cầu của đề bài. Các bước lập luận logic, chính xác và trình bày rõ ràng. Đặc biệt, học sinh đã sử dụng đúng các khai triển Maclaurin cần thiết và xác định chính xác bậc cũng như phần chính của VCB.",Tìm bậc (so với $x$) của VCB $\alpha(x) = (1+x)^x - 1$ khi $x \to 0$. a) Biến đổi $\alpha(x)$ sử dụng $A=e^{\ln A}$. b) Sử dụng khai triển Maclaurin cho $\ln(1+x)$ và $e^u$. c) Tìm số hạng bậc thấp nhất trong khai triển của $\alpha(x)$ để xác định bậc và phần chính.
3,4,5,3,4.0,"Học sinh đã nhận định đúng hướng giải quyết bài toán là sử dụng khai triển Maclaurin và đồng nhất hệ số. Tuy nhiên, trong quá trình thực hiện, có một số sai sót về mặt toán học, đặc biệt là trong bước quy đồng và khai triển. Việc tìm ra nghiệm của phương trình bậc ba cũng gặp khó khăn, dẫn đến nghi ngờ về đề bài, trong khi đáp án chuẩn đã đưa ra cách giải quyết mạch lạc hơn bằng cách tập trung vào tử số sau khi quy đồng và nhận xét mẫu số tiến về 1. Các bước khai triển và đồng nhất hệ số của học sinh chưa đủ chính xác để tìm ra đúng các hằng số. Điểm số được đánh giá dựa trên việc học sinh nắm bắt được phương pháp giải nhưng gặp sai sót trong quá trình tính toán chi tiết.","Tìm các hằng số $A, B$ sao cho khi $x \to 0$, VCB $\alpha(x) = e^x - \frac{1+Ax}{1+Bx}$ tương đương với $Cx^3$ với $C$ là một hằng số khác 0. a) Sử dụng khai triển Maclaurin cho $e^x$ và $(1+Bx)^{-1}$ đến bậc cần thiết. b) Thay các khai triển vào biểu thức $\alpha(x)$ và quy đồng mẫu số. c) Đồng nhất các hệ số của $x$ và $x^2$ ở tử số bằng 0 để tìm $A, B$ và sau đó tìm $C$."
10,10,10,10,10.0,"Lời giải của học sinh rất đầy đủ, chính xác và logic. Các bước phân tích, khai triển và tính toán đều đúng. So sánh bậc và tính giới hạn cũng được thực hiện chuẩn xác.",Cho VCB $\alpha(x) = x - \sin(x)$ và $\beta(x) = x \ln(1+x) - x^2$ khi $x \to 0$. a) Tìm bậc và phần chính của $\alpha(x)$. b) Tìm bậc và phần chính của $\beta(x)$. c) So sánh bậc của hai VCB này và tính giới hạn $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$.
10,10,10,10,10.0,"Bài giải của học sinh hoàn toàn chính xác và tuân thủ đầy đủ các bước yêu cầu của đề bài. Cách trình bày rõ ràng, logic, thể hiện sự hiểu biết sâu sắc về khai triển Taylor và giới hạn. Phần dự đoán của bạn cũng rất chi tiết và hỗ trợ tốt cho việc chấm điểm.",Tìm bậc (so với $1/x$) của VCL $f(x) = (x^3+x)^{1/3} - (x^3-x)^{1/3}$ khi $x \to +\infty$. a) Rút $x^3$ ra khỏi mỗi căn thức bậc ba. b) Sử dụng khai triển $(1+u)^a = 1+au+o(u)$ cho các biểu thức còn lại. c) Rút gọn và xác định bậc.
10,10,10,10,10.0,"Học sinh đã trình bày lời giải chính xác, đầy đủ và logic cho tất cả các phần của bài toán. Các bước lập luận rõ ràng, sử dụng đúng các kiến thức về VCB tương đương và khai triển Taylor. Cách trình bày mạch lạc, dễ hiểu.","Cho $\alpha(x)$ là một VCB khi $x \to 0$ sao cho $\alpha(x) \sim Ax^k$ ($A,k>0$). Xét VCB lồng nhau $\beta(x) = \ln(1+\alpha(x))$. a) Chứng minh rằng $\beta(x)$ là VCB cùng bậc với $\alpha(x)$. b) Xét $\gamma(x) = \cos(\alpha(x))-1$. Tìm bậc và phần chính của $\gamma(x)$. c) Áp dụng, tìm bậc và phần chính của VCB $f(x) = \cos(\sin^2 x) - 1$ khi $x \to 0$."
0,4,6,4,2.0,"Học sinh đã thực hiện đúng các bước khai triển Maclaurin cho phần a). Tuy nhiên, ở phần b) và c) đã có sự nhầm lẫn trong việc áp dụng khai triển và tính toán giới hạn. Kết quả cuối cùng không chính xác.","Tìm giới hạn $L = \lim_{x \to 0} (\frac{(1+x)^{1/x}}{e})^{1/x}$. a) Đặt $f(x) = (1+x)^{1/x}$. Sử dụng khai triển Maclaurin, chứng minh rằng $f(x) = e(1 - \frac{x}{2} + \frac{11}{24}x^2 + o(x^2))$. b) Thay khai triển này vào biểu thức giới hạn. c) Sử dụng VCB tương đương $(1+u)^a-1 \sim au$ hoặc khai triển $e^u$ để tính giới hạn cuối cùng."
10,10,10,10,10.0,Học sinh đã sử dụng khai triển Maclaurin một cách chính xác để xác định bậc và phần chính của các VCB. Quá trình tính giới hạn cũng hoàn toàn đúng. Lời giải rất rõ ràng và đầy đủ.,"Cho VCB $\alpha(x) = \sinh(x) - \sin(x)$ và $\beta(x) = \cosh(x) - \cos(x)$ khi $x \to 0$. a) Sử dụng khai triển Maclaurin của các hàm hyperbolic và lượng giác để tìm bậc và phần chính của $\alpha(x)$. b) Tương tự, tìm bậc và phần chính của $\beta(x)$. c) Tính $\lim_{x \to 0} \frac{\alpha(x)}{\beta(x)}$."
10,10,10,10,10.0,"Học sinh đã thực hiện đúng tất cả các bước của bài toán, từ việc khai triển Maclaurin, thay thế, nhóm các số hạng cho đến việc tìm hằng số $a$ và bậc $k$. Lập luận chặt chẽ, trình bày rõ ràng và chính xác về mặt toán học.","Tìm hằng số $a$ và bậc $k$ của VCB $\alpha(x) = (1+ax^2)^{1/3} - \cos(x)$ sao cho $\alpha(x)$ có bậc cao hơn 2 khi $x \to 0$. a) Viết khai triển Maclaurin của $(1+ax^2)^{1/3}$ và $\cos(x)$ đến bậc 4. b) Thay vào biểu thức $\alpha(x)$ và nhóm các số hạng. c) Tìm $a$ để hệ số của $x^2$ triệt tiêu, từ đó suy ra bậc $k$ của VCB mới."
9,9,9,9,9.0,"Phân tích của học sinh khá tốt và phần lớn các kết luận đều chính xác. Tuy nhiên, cách diễn đạt về VCL và VCB trong phần a) và b) chưa thực sự rõ ràng. Cụ thể, ở câu a), học sinh khẳng định $f(x) 	o 0$ và suy ra là VCB là đúng, nhưng việc nói ""suy giảm nhanh hơn"" cần làm rõ hơn. Ở câu b), học sinh khẳng định $f(x)$ là VCL nhưng chưa tìm phần chính. Phần chính được tìm ra ở câu c) và cần được bổ sung vào câu b). Việc so sánh ở câu c) đã đúng hướng nhưng cách trình bày và ký hiệu chưa hoàn toàn chuẩn xác.","Cho $f(x) = (x^2+1)e^{-1/x}$. a) Khi $x \to 0^+$, đây có phải là một VCL không? Tìm phần chính của nó. b) Khi $x \to 0^-$, đây có phải là một VCB không? Tìm bậc và phần chính của nó. c) So sánh $f(x)$ với $g(x)=x^n$ khi $x \to 0^-$."
10,10,10,10,10.0,Bài giải học sinh thực hiện đầy đủ và chính xác các bước theo yêu cầu của đề bài. Việc sử dụng khai triển Taylor cho hàm mũ là chính xác và cách biến đổi đại số cũng rất tốt.,"Tìm giới hạn $L = \lim_{x \to +\infty} x^2(e^{1/x} - e^{1/(x+1)})$. a) Đặt $u=1/x$. Khi $x \to +\infty$, $u$ tiến đến đâu? Viết lại giới hạn theo $u$. b) Sử dụng khai triển $e^t = 1+t+t^2/2+o(t^2)$ để khai triển các số hạng trong ngoặc. c) Rút gọn và tính giới hạn."
